wallet_address,confidence_label,composite_rank,composite_score,in_scope_trade_count,in_scope_volume_usd,clean_activity_records,raw_activity_records,activity_capped,wash_vol_share,wash_label,primary_conviction_signal,primary_signal_trade_count,primary_signal_notional_usd,primary_signal_implied_profit_usd,size_anomaly_signal,size_anomaly_trade_count,scope_concentration_signal,middling_price_accuracy_signal,middling_price_trade_count,middling_price_hit_rate,sweep_penalty,near_certain_correct_share
0x8979f8b442b8e79bbb886b28d60abe611ed5f003,Volume farmer,37,0.0151,68,6663.32,638,998,False,0.7083,volume_farmer,0.0,0,0,0,0.0,0,0.1508,0.0,0,0.0,0.0,0.0
0x3b6f69514a991a8014df6af4fdc0b5d464236b78,Insufficient data,38,0.0138,1,22390.44,201,214,False,0.1764,partial_washer,0.0,0,0,0,0.0,0,0.1375,0.0,0,0.0,0.0,0.0
0x9390edb223dc541746cc766b9d43cbe55fc8b7af,Volume farmer,39,0.0127,4,281.86,65,156,False,0.9483,volume_farmer,0.0,0,0,0,0.0,0,0.1322,0.0,0,0.0,0.0028,0.9859
0x5e3e7a8a70ea656647d6d95b3177fe27d6314a75,Insufficient data,40,0.012,12,11589.26,76,83,False,0.2134,partial_washer,0.0,0,0,0,0.0,0,0.1201,0.0,0,0.0,0.0,0.0
0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,Benign sharp,41,0.0118,10,53171.16,1692,2000,True,0.341,partial_washer,0.0,0,0,0,0.6,3,0.0595,0.0,0,0.0,0.5705,0.7325
0x4d49acb0ae1c463eb5b1947d174141b812ba7450,Benign sharp,42,0.0115,125,1019274.7,1600,2000,True,0.1929,partial_washer,0.0,0,0,0,1.0,23,0.1146,0.0,0,0.0,1.0,1.0
0x2d9ad4d1cc6a2f9f786fdb3fd1525328ad747991,Insufficient data,43,0.0105,15,8905.0,1825,2000,True,0.1857,partial_washer,0.0,0,0,0,0.2,1,0.0326,0.0,0,0.0,0.164,0.9607
0xe50426e53bc1485ee7d1ae741c606e2b679770ef,Benign sharp,44,0.0094,179,48341.87,1616,2000,True,0.3333,partial_washer,0.0,0,0,0,0.6,3,0.1153,0.05,1,1.0,0.6356,0.8392
0x79d4baa7ae8542bb617bc673f0ac2101db986d24,Insufficient data,45,0.0091,5,19202.36,1602,2000,True,0.3392,partial_washer,0.0,0,0,0,0.4,2,0.0288,0.0,0,0.0,0.369,1.0
0x662244931c392df70bd064fa91f838eea0bfd7a9,Insufficient data,46,0.0082,25,51686.84,1355,2000,True,0.4665,partial_washer,0.0,0,0,0,0.4,2,0.128,0.0,0,0.0,0.4228,0.6477
0x3b4a4348eb19c3c4fff014fe938c1316118c07fb,Volume farmer,47,0.0076,51,20373.01,446,836,False,0.6269,volume_farmer,0.0,0,0,0,0.2,1,0.0798,0.0,0,0.0,0.2018,0.7045
0x5927dbe43996c2d2eaf326837c67714516c27cac,Volume farmer,48,0.0071,29,5543.43,179,271,False,0.6141,volume_farmer,0.0,0,0,0,0.0,0,0.0709,0.0,0,0.0,0.0,0.0
0x93b9114efd9d72720f0a67205208b332ae6ba48b,Insufficient data,49,0.0067,2,9964.2,623,783,False,0.4068,partial_washer,0.0,0,0,0,0.2,1,0.0649,0.0,0,0.0,0.1991,0.9996
0x71bbd61ff9b2294b77c45926f56b6c698786a8c7,Insufficient data,50,0.0065,9,9988.04,131,134,False,0.0289,clean,0.0,0,0,0,0.0,0,0.0652,0.0,0,0.0,0.0,0.0
0x03e3eddf26f8793e113b8cd68e4ad388bce310e9,Insufficient data,51,0.0063,23,14944.66,105,155,False,0.3935,partial_washer,0.0,0,0,0,0.2,1,0.1262,0.0,0,0.0,0.2317,0.9001
0xcd7ace61d8a7b99c3b40fc5505b5cfd9ea5daae9,Volume farmer,52,0.0051,6,876.26,85,1876,False,0.983,volume_farmer,0.0,0,0,0,0.0,0,0.0682,0.0,0,0.0,0.0088,1.0
0xc02356284def0c089d0ae810420ef5425865ccf8,Volume farmer,53,0.0033,6,4466.87,998,2000,True,0.5309,volume_farmer,0.0,0,0,0,0.0,0,0.0325,0.0,0,0.0,0.0,0.0
0xefc16fbfcf59943f3fd43c6bc01bddbda007dfcd,Insufficient data,54,0.0031,92,10343.62,485,682,False,0.3263,partial_washer,0.0,0,0,0,0.0,0,0.0307,0.0,1,0.0,0.0,0.0
0xe9d54da2c77d27b6daa31c346794b22d10986b9a,Volume farmer,55,0.0027,23,2149.96,585,1021,False,0.8134,volume_farmer,0.0,0,0,0,0.0,0,0.027,0.0,0,0.0,0.0,0.0
0x879752bca887bc247ba883a52bc45e9c6be6bbbe,Insufficient data,56,0.0025,40,7309.38,1850,2000,True,0.1161,partial_washer,0.0,0,0,0,0.0,0,0.0245,0.0,0,0.0,0.0,0.0
0x57c5de7efafb020e589f80e0da6e16e9b5c907aa,Benign sharp,57,0.0024,30,161358.25,1469,2000,True,0.102,partial_washer,0.0,0,0,0,1.0,7,0.0229,0.0,0,0.0,0.9993,0.9993
0x9c41bbce730df864e2f6deaa3ad40e868b9064be,Volume farmer,58,0.0012,5,417.47,266,299,False,0.8324,volume_farmer,0.0,0,0,0,0.0,0,0.0205,0.0,0,0.0,0.0042,1.0
0xa4e2fb05cf791e054063a406010cdb7f762eb8f5,Volume farmer,59,0.0012,50,2963.21,1598,2000,True,0.5238,volume_farmer,0.0,0,0,0,0.0,0,0.0118,0.0,0,0.0,0.0,0.0
0xe904443b4084bbda216e344353a44cd4324a2d9f,Insufficient data,60,0.0011,102,14781.47,1788,1951,False,0.1193,partial_washer,0.0,0,0,0,0.0,0,0.0327,0.0,0,0.0,0.0108,0.268
0x21c9593b82f51a2bfd9630475b6029c5ae6e1b1a,Volume farmer,61,0.001,10,4555.05,631,1098,False,0.5757,volume_farmer,0.0,0,0,0,0.0,0,0.0098,0.0,1,0.0,0.0,0.0
0xd6ce651998b7a30ff3384e5a01feab8a2da00772,Benign sharp,62,0.001,87,104824.94,1533,2000,True,0.2991,partial_washer,0.0,0,0,0,0.8,4,0.0796,0.0,0,0.0,0.835,0.835
0x1bfec39c98796ae25aec24c6e5821b6a1cc1ab8d,Insufficient data,63,0.0009,89,3027.66,921,1629,False,0.4718,partial_washer,0.0,0,0,0,0.0,0,0.0089,0.0,1,0.0,0.0,0.0
0xbdd474c1268840cf2256ae8a2276c8423c59f3b6,Insufficient data,64,0.0009,19,8962.02,1467,2000,True,0.3382,partial_washer,0.0,0,0,0,0.0,0,0.0095,0.0,0,0.0,0.0,0.0
0x9fd4ca44be6bf74afc5987aa5b4305f5f748325c,Volume farmer,65,0.0008,46,11383.21,1139,1801,False,0.6024,volume_farmer,0.0,0,0,0,0.0,0,0.0138,0.0,0,0.0,0.0028,0.1274
0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,Volume farmer,66,0.0006,20,4650.92,860,2000,True,0.5863,volume_farmer,0.0,0,0,0,0.0,0,0.0058,0.0,0,0.0,0.0,0.0
0xcd71fd5370880f3d92bb941e628c05840fe0d127,Insufficient data,67,0.0006,8,14954.81,1819,2000,True,0.117,partial_washer,0.0,0,0,0,0.0,0,0.0064,0.0,0,0.0,0.0,0.0
0xb1aad9392ed144ad577e2e55fb83c783e52e16cf,Insufficient data,68,0.0005,3,824.51,1699,2000,True,0.2242,partial_washer,0.0,0,0,0,0.0,0,0.0048,0.0,0,0.0,0.0,0.0
0x1c1e841584db14084e10e7dca2ad0ab7b60dbfe7,Volume farmer,69,0.0004,65,3270.85,1284,2000,True,0.5817,volume_farmer,0.0,0,0,0,0.0,0,0.015,0.0,0,0.0,0.0054,0.287
0x4a2313b6abb5229f02cd380c9fb7a884ecef079f,Insufficient data,70,0.0004,1,11593.79,465,620,False,0.2565,partial_washer,0.0,0,0,0,0.2,1,0.0676,0.0,0,0.0,0.2319,1.0
0x0f0f78dfb8c7bf67e52f3a7cae03722f95fac8ae,Volume farmer,71,0.0003,10,188.03,334,620,False,0.9395,volume_farmer,0.0,0,0,0,0.0,0,0.0029,0.0,0,0.0,0.0,0.0
0xa3ad70cf48a2f2b44163e798223c01a2c2536866,Insufficient data,72,0.0003,14,260.08,2000,2000,True,0.0,clean,0.0,0,0,0,0.0,0,0.003,0.0,0,0.0,0.0002,0.1909
0xb766be2ee36ae2d42b236e3fb16dbfb317351d83,Insufficient data,73,0.0003,25,1023.2,1610,2000,True,0.363,partial_washer,0.0,0,0,0,0.0,0,0.0027,0.0,0,0.0,0.0,0.0
0x06e8cb40376ff9f06d926e71a0740821f1914675,Insufficient data,74,0.0002,1,468.74,1610,2000,True,0.3146,partial_washer,0.0,0,0,0,0.0,0,0.0021,0.0,0,0.0,0.0,0.0
0x0e65acd3fccbdf60e7ac42afaad32bf1c940e33f,Insufficient data,75,0.0002,17,714.21,1324,2000,True,0.3494,partial_washer,0.0,0,0,0,0.0,0,0.0022,0.0,0,0.0,0.0,0.0
0x22b6fb0b2005849c5dddc22463e6f19e80dd34ca,Volume farmer,76,0.0002,2,140.0,33,55,False,0.5305,volume_farmer,0.0,0,0,0,0.0,0,0.0021,0.0,0,0.0,0.0,0.0
0x2b366034b69b64a444406b2db7ec1ff7869c473b,Insufficient data,77,0.0002,1,198.42,1868,2000,True,0.0224,clean,0.0,0,0,0,0.0,0,0.002,0.0,0,0.0,0.0,0.0
0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,Insufficient data,78,0.0001,7,54.74,1942,2000,True,0.0168,clean,0.0,0,0,0,0.0,0,0.0008,0.0,0,0.0,0.0,0.0
0x7fe68cbaca0b778dab7c1adbb9992bb1f4f6b39e,Insufficient data,79,0.0001,8,425.93,1166,2000,True,0.4401,partial_washer,0.0,0,0,0,0.0,0,0.0007,0.0,0,0.0,0.0,0.0
0x0015c5a76490d303e837d79dd5cf6a3825e4d5b0,Volume farmer,80,0.0,0,0,1458,2000,True,0.5036,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x01ed5c64d1d8905afd7917d75a5652665f5cca5f,Insufficient data,81,0.0,0,0,1998,2000,True,0.0002,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0224bb9eb0a5c9fd261ac9123a72cbdd5748292a,Insufficient data,82,0.0,0,0,1892,2000,True,0.0639,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0247aba898420d81ae413e08f169e4b4574dbb07,Insufficient data,83,0.0,0,0,1968,2000,True,0.1807,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0260366a9add43c25d4f4d35d2210526c6750d88,Volume farmer,84,0.0,0,0,264,2000,True,0.8931,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x030602fd60446b5766940a4be32b8c015c096f12,Volume farmer,85,0.0,1,9.45,233,735,False,0.7605,volume_farmer,0.0,0,0,0,0.0,0,0.0001,0.0,0,0.0,0.0002,1.0
0x033dc6e3e3e0a3ae55402576990392ae910aaf05,Insufficient data,86,0.0,16,4109.22,1580,2000,True,0.3675,partial_washer,0.0,0,0,0,0.0,0,0.0168,0.0,0,0.0,0.0221,0.534
0x03ac67436f169bb5348653f991d498bcb4944f55,Volume farmer,87,0.0,0,0,892,2000,True,0.6903,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x03f02009d35e9a20cd18ed817d15e3c568d363e0,Volume farmer,88,0.0,0,0,999,2000,True,0.7558,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x05dd60fc2e11f69a3fa30b19273891cd501ce2af,Insufficient data,89,0.0,0,0,1672,2000,True,0.147,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x061d42892935c2d96e618830b3c93e6e467e0dd3,Insufficient data,90,0.0,3,0.98,2000,2000,True,0.0,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x06dcaa14f57d8a0573f5dc5940565e6de667af59,Volume farmer,91,0.0,0,0,1130,2000,True,0.7312,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x087eaada2ce7452fd07d00fb858155b13919c44e,Volume farmer,92,0.0,0,0,57,67,False,0.9057,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x08ce2678c929934de9edea698a998aea9dbc295e,Insufficient data,93,0.0,1,18589.29,1643,2000,True,0.0909,clean,0.0,0,0,0,0.2,1,0.0062,0.0,0,0.0,0.3718,1.0
0x090a0d3fc9d68d3e16db70e3460e3e4b510801b4,Insufficient data,94,0.0,0,0,1828,2000,True,0.2168,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x09fe78c8b9f10fb9c7c0a584bfab4205c76876ee,Insufficient data,95,0.0,0,0,1994,2000,True,0.0023,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0a543bb97015206f67e1bc5ead7c2d60baf64a03,Insufficient data,96,0.0,11,17111.6,1346,2000,True,0.0849,clean,0.0,0,0,0,0.0,0,0.0016,0.0,0,0.0,0.3422,1.0
0x0b8d2f811ba1c5bc3f1157f5f77a492c4cf4c3a9,Insufficient data,97,0.0,0,0,181,222,False,0.099,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0c0e270cf879583d6a0142fc817e05b768d0434e,Insufficient data,98,0.0,0,0,1912,2000,True,0.0893,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0c36bdedfbe0282ad9583bb30e4d2f0683d074df,Insufficient data,99,0.0,0,0,2000,2000,True,0.0,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0c4b64af62a0ac3dd477e9f80ec3eaa18e92f6db,Insufficient data,100,0.0,0,0,1675,2000,True,0.4054,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0d15e2724df455f9e65b15104d21d76412a2c454,Insufficient data,101,0.0,0,0,1986,2000,True,0.0862,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0dde1b35552efae5aa3759aedb6fa7b2d6f594c3,Insufficient data,102,0.0,0,0,1355,2000,True,0.3596,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0e5bd76779e74304d08e759072abf126d87da593,Volume farmer,103,0.0,0,0,799,2000,True,0.6005,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0e7fa09bf44514693b5ecc2420c50abc39b62015,Insufficient data,104,0.0,0,0,1876,2000,True,0.0466,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x0ed41b9fa5f935f771e6cefa05e52809e5e04547,Insufficient data,105,0.0,11,1288.58,1374,2000,True,0.4069,partial_washer,0.0,0,0,0,0.0,0,0.0038,0.0,0,0.0,0.014,0.9338
0x1026f57a8c836a402e184a867173dd5e0703460c,Volume farmer,106,0.0,0,0,36,44,False,0.9077,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x11e829d2a19e7ade935861fb043715766a015b74,Insufficient data,107,0.0,0,0,1752,2000,True,0.2181,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x122cdd9db64fd8dc3ebab813218e3effe21f821f,Insufficient data,108,0.0,0,0,1666,2000,True,0.4728,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1295269296e51cd28a3db85fa6728c0e352b5cfd,Insufficient data,109,0.0,0,0,1980,2000,True,0.0047,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x12d6cccfc7470a3f4bafc53599a4779cbf2cf2a8,Insufficient data,110,0.0,0,0,965,2000,True,0.3196,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x13414a77a4be48988851c73dfd824d0168e70853,Insufficient data,111,0.0,0,0,2000,2000,True,0.0,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x14c32680ffc318892e0d019181e4161aa34cdf68,Insufficient data,112,0.0,0,0,1787,2000,True,0.0275,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1574968d67ce80ddbc073b222f9f429989628b9d,Insufficient data,113,0.0,0,0,526,639,False,0.2915,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1584cb3b5a84944bd0db072c43d67189397071b6,Insufficient data,114,0.0,0,0,1895,2000,True,0.138,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x162f6fff88a52864f2ecc9833e58089d5254798d,Insufficient data,115,0.0,0,0,1658,2000,True,0.2823,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x178d913891fee26e0380817f7689d41d33e474ed,Insufficient data,116,0.0,20,14360.75,206,373,False,0.2957,partial_washer,0.0,0,0,0,0.0,0,0.039,0.0,0,0.0,0.2552,1.0
0x179b8ea9e3bb6a7f7623d8875c287e2c9e454398,Volume farmer,117,0.0,0,0,55,73,False,0.9166,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x17ce7c9a7f768bfa98946caf7d64c9e051f5beec,Insufficient data,118,0.0,0,0,1433,2000,True,0.3956,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1809fb28d70eee006a8fca602f74c99b4cef4eb7,Volume farmer,119,0.0,5,695.08,1294,2000,True,0.5189,volume_farmer,0.0,0,0,0,0.0,0,0.0119,0.0,0,0.0,0.0139,1.0
0x18b43bf8498fd71fea183a7331a915303bc69190,Volume farmer,120,0.0,0,0,7,19,False,0.7038,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x19d8989ff39d548ccc2348ceaeaa4f61f9406466,Volume farmer,121,0.0,0,0,62,78,False,0.9219,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1b45b1a3cedccf21862edd86a58d286305d4ea09,Insufficient data,122,0.0,0,0,1946,2000,True,0.0674,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1d31ae144d864c7df98aaccab91051a4847175d9,Volume farmer,123,0.0,0,0,162,255,False,0.9152,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1d4687b8a278eb3dfb0cd0c3f6302998aa92fdb2,Insufficient data,124,0.0,0,0,1660,2000,True,0.2693,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1e1f17412069c0736adfaadf8ee7f46e5612c855,Insufficient data,125,0.0,0,0,1765,2000,True,0.4028,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1e55408f217f58facdf1d663c74cfa7f55e9e3e2,Volume farmer,126,0.0,0,0,965,2000,True,0.6167,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1f7ffa3efbbe5d075d7c3eefe98dce9d8f05f514,Volume farmer,127,0.0,0,0,61,2000,True,0.9259,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x1fad9860ab0d21c8668a13accf25d6eb3c11b5b2,Volume farmer,128,0.0,0,0,112,2000,True,0.9668,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x2079cf38a4916c88f873f2b020bef66897248327,Insufficient data,129,0.0,1,77.62,1112,1369,False,0.1577,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0016,1.0
0x211e247d8e7f68b78fdace32249ac16c8fd335dd,Insufficient data,130,0.0,6,19194.15,1890,2000,True,0.1006,partial_washer,0.0,0,0,0,0.2,1,0.0178,0.0,0,0.0,0.3839,1.0
0x220ce36c47fa467152b3bd8d431af74f232243c8,Insufficient data,131,0.0,0,0,1809,2000,True,0.1538,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x22e4248bdb066f65c9f11cd66cdd3719a28eef1c,Insufficient data,132,0.0,0,0,1719,2000,True,0.1701,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x22e645acff2bbb2cd7a74462f8779eb6f53d409f,Insufficient data,133,0.0,0,0,1548,2000,True,0.219,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x2375550d3b98ce364476c81f663a0b878cb0691f,Insufficient data,134,0.0,5,9.98,1978,2000,True,0.0086,clean,0.0,0,0,0,0.0,0,0.0002,0.0,0,0.0,0.0,0.0
0x241f846866c2de4fb67cdb0ca6b963d85e56ef50,Insufficient data,135,0.0,0,0,1633,2000,True,0.0007,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,Insufficient data,136,0.0,0,0,1796,2000,True,0.073,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x24ded84d901a743cfee095f8082b0f9f647183cb,Insufficient data,137,0.0,0,0,1354,2000,True,0.4781,partial_washer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x257ccc9c7642d3e13c355805630fe3169f752cfe,Volume farmer,138,0.0,0,0,103,117,False,0.9054,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x26a9db0464b0223ec750d64db9c8f3b27dc2f6b7,Insufficient data,139,0.0,6,2842.21,1946,2000,True,0.1125,partial_washer,0.0,0,0,0,0.0,0,0.0172,0.0,0,0.0,0.0568,1.0
0x270dd1bef16d2e48d6ccc8bd61a26d10ae298475,Insufficient data,140,0.0,0,0,4,4,False,0.0,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x2785e7022dc20757108204b13c08cea8613b70ae,Insufficient data,141,0.0,0,0,2000,2000,True,0.0,clean,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0x27dfc79bf28d007123743780686d634512f6a99a,Volume farmer,142,0.0,0,0,7,76,False,0.9923,volume_farmer,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
