wallet_pseudonym,market_condition_id,market_question,chart_label,timestamp_utc,relative_time_to_resolution,price,is_candidate_buy
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:11:34+00:00,0.492291,0.987852,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:12:26+00:00,0.492611,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:14:00+00:00,0.493188,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:16:58+00:00,0.494282,0.987,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:27:48+00:00,0.498276,0.986,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:38:12+00:00,0.502111,0.991648,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:40:10+00:00,0.502836,0.988,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:42:12+00:00,0.503586,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:45:00+00:00,0.504618,0.990774,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:45:12+00:00,0.504692,0.988,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:49:48+00:00,0.506388,0.992,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:50:08+00:00,0.506511,0.992,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T18:53:36+00:00,0.507789,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:02:32+00:00,0.511083,0.996,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:03:22+00:00,0.51139,0.993,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:03:38+00:00,0.511488,0.994,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:11:24+00:00,0.514352,0.996,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:14:42+00:00,0.515568,0.994,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:16:48+00:00,0.516343,0.996,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:36:07+00:00,0.523465,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:51:15+00:00,0.529045,0.993,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T19:58:17+00:00,0.531638,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T20:25:05+00:00,0.541519,0.988,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T20:39:07+00:00,0.546693,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T20:39:09+00:00,0.546705,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T20:58:13+00:00,0.553735,0.987,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T20:59:31+00:00,0.554215,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:04:19+00:00,0.555984,0.987,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:16:37+00:00,0.560519,0.986291,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:16:41+00:00,0.560544,0.987,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:27:59+00:00,0.56471,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:30:13+00:00,0.565534,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:30:57+00:00,0.565804,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:41:27+00:00,0.569675,0.987,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:45:33+00:00,0.571187,0.989488,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:45:41+00:00,0.571236,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:45:41+00:00,0.571236,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:45:41+00:00,0.571236,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:47:07+00:00,0.571765,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:56:45+00:00,0.575317,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T21:57:17+00:00,0.575513,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:12:19+00:00,0.581056,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:12:19+00:00,0.581056,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:12:21+00:00,0.581068,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:29:21+00:00,0.587336,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:29:21+00:00,0.587336,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:29:21+00:00,0.587336,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:42:53+00:00,0.592326,0.983,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:52:21+00:00,0.595816,0.983293,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T22:52:39+00:00,0.595927,0.983497,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:28:39+00:00,0.6092,0.983973,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:43:15+00:00,0.614583,0.983,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:45:03+00:00,0.615247,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:47:37+00:00,0.616193,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:50:39+00:00,0.617312,0.983,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:52:25+00:00,0.617963,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-02T23:56:17+00:00,0.619389,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:06:13+00:00,0.623051,0.985,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:16:03+00:00,0.626677,0.984,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:19:09+00:00,0.62782,0.985681,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:25:59+00:00,0.630339,0.984,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:28:07+00:00,0.631126,0.984,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:31:05+00:00,0.63222,0.984,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T00:57:21+00:00,0.641904,0.985859,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:01:21+00:00,0.643379,0.984,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:06:43+00:00,0.645358,0.981,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:08:19+00:00,0.645948,0.981665,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:18:45+00:00,0.649794,0.981,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:22:33+00:00,0.651196,0.984,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:39:41+00:00,0.657513,0.987905,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:45:33+00:00,0.659676,0.989,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T01:50:13+00:00,0.661396,0.988,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:01:41+00:00,0.665624,0.988,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:34:11+00:00,0.677607,0.992588,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:35:19+00:00,0.678025,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:38:13+00:00,0.679094,0.991,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:42:17+00:00,0.680593,0.991146,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:45:07+00:00,0.681638,0.992,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T02:45:15+00:00,0.681687,0.993,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:00:49+00:00,0.687427,0.993,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:10:11+00:00,0.69088,0.992,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:27:43+00:00,0.697345,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:30:29+00:00,0.698365,0.99,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:30:59+00:00,0.698549,0.988,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:34:11+00:00,0.699729,0.985685,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:34:27+00:00,0.699827,0.987402,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:45:11+00:00,0.703785,0.989789,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T03:48:51+00:00,0.705137,0.992714,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:06:11+00:00,0.711527,0.992,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:15:35+00:00,0.714993,0.982,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:20:57+00:00,0.716972,0.982,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:21:19+00:00,0.717107,0.980843,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:23:25+00:00,0.717881,0.98648,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:25:33+00:00,0.718668,0.992,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T04:50:21+00:00,0.727812,0.982,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T05:10:49+00:00,0.735358,0.981,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T05:14:21+00:00,0.736661,0.981,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T05:20:27+00:00,0.73891,0.981,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T05:26:03+00:00,0.740974,0.981,False
Kevindoto,0x2a46bac806f455a2fd53322cd830298d2ff86a1a6e40f5133e03786396d5445b,Will The Weeknd be the third most streamed Spotify artist for 2025?,Kevindoto - Will The Weeknd be the third most streamed Spotify artist for 2025?,2025-12-03T05:26:29+00:00,0.741134,0.981595,False
