wallet_address,total_vol_usd,wash_vol_usd,total_n,wash_n,wash_vol_share,wash_n_share,clean_vol_usd,label
0x3de2e890c758a13eb23afa4faee3bd49e68c0c64,1524461.14,1073376.16,2000,1259,0.7041,0.6295,451084.97,volume_farmer
0xa710f0eae9129df28a52e886902c443364004173,380373.0,174914.0,2000,637,0.4598,0.3185,205459.0,partial_washer
0x1e1f17412069c0736adfaadf8ee7f46e5612c855,1085929.48,437411.61,2000,235,0.4028,0.1175,648517.87,partial_washer
0xac3e7ebbce3d0a660fe97c830460c2b61cda9aeb,1122550.8,915551.52,1735,1216,0.8156,0.7009,206999.27,volume_farmer
0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,6000.73,0.0,2000,0,0.0,0.0,6000.73,clean
0xebaa32ef12d502ab6ade6cdc7abe6d30902298a5,23797.43,0.0,26,0,0.0,0.0,23797.43,clean
0x9578af80708f271f705e27867dcf6ec653acf066,127773.83,24708.33,2000,487,0.1934,0.2435,103065.5,partial_washer
0x5992fc75b0d4e83a762f21ef94e924e6f571c50c,129701.14,117642.84,58,11,0.907,0.1897,12058.3,volume_farmer
0xad529df14c293d77984a0137990a1441b25211ac,66474.5,19172.46,2000,363,0.2884,0.1815,47302.04,partial_washer
0xa53c1af7de0b82de3fec9fa53e2662dbe49b563b,301771.27,277462.13,74,14,0.9194,0.1892,24309.14,volume_farmer
0x53a4f5be7d64abd9c49835374b5686cb86454447,732157.98,373447.91,2000,281,0.5101,0.1405,358710.07,volume_farmer
0x6d7776a0f954be1a7c975a1e8244de6268f7b72c,1705510.19,1175695.99,2000,1146,0.6894,0.573,529814.2,volume_farmer
0xc6458de3f6ce33825e144754a16af5f3ae32abec,22742.89,22742.89,6,6,1.0,1.0,0.0,volume_farmer
0x0e7fa09bf44514693b5ecc2420c50abc39b62015,23649.97,1101.03,2000,124,0.0466,0.062,22548.94,clean
0x6f87226f46d8511fb169fdba58589e8184d9f277,1048183.5,87764.93,1592,110,0.0837,0.0691,960418.57,clean
0x80ab6ab7646efb38367ea5a180f29042fab16c7a,181622.51,2.77,2000,4,0.0,0.002,181619.75,clean
0x0c0e270cf879583d6a0142fc817e05b768d0434e,754319.35,67337.96,2000,88,0.0893,0.044,686981.39,clean
0x3b6f69514a991a8014df6af4fdc0b5d464236b78,197762.08,34893.54,214,13,0.1764,0.0607,162868.55,partial_washer
0x2d9ad4d1cc6a2f9f786fdb3fd1525328ad747991,302592.06,56178.21,2000,175,0.1857,0.0875,246413.84,partial_washer
0x70bbae8501e8f346168c06c32e9f7d42afc1b180,8599857.15,103402.99,2000,15,0.012,0.0075,8496454.16,clean
0x21c9593b82f51a2bfd9630475b6029c5ae6e1b1a,1094888.7,630364.49,1098,467,0.5757,0.4253,464524.21,volume_farmer
0x7f67da4847bae276247fd9c23fc2999193528df0,237761.79,233853.95,182,130,0.9836,0.7143,3907.84,volume_farmer
0xaaef789cc9037967f64f780d72f00d52277c472a,965468.36,297139.19,2000,318,0.3078,0.159,668329.16,partial_washer
0xae63478e9b154cd21ee55ce2ca8d9061b6a7918e,288222.74,265105.9,73,13,0.9198,0.1781,23116.85,volume_farmer
0x5ed4f8062ead4dea870c7e9f30815dbe62c78458,24619.09,2576.29,9,2,0.1046,0.2222,22042.8,partial_washer
0xe9a196ec23f224f5cccd55f0b525ef8f153f6ae4,250971.82,236705.05,36,20,0.9432,0.5556,14266.77,volume_farmer
0x7b676d5a6379855773d405fcf19b9aa577651b07,119923.58,29393.14,2000,866,0.2451,0.433,90530.44,partial_washer
0xe4ccbf5b355b5ae2044c3829fa12703365a8d15b,2540575.43,0.0,522,0,0.0,0.0,2540575.43,clean
0xc24b14745136bb9b11f2af924fcad419d2037281,219475.92,199331.33,70,11,0.9082,0.1571,20144.59,volume_farmer
0x79b7bfdb317399ed0d7815ed5b95f632f3cfc926,1408995.87,178018.17,504,14,0.1263,0.0278,1230977.7,partial_washer
0x59d59ae47618f3b340482d175dfc8cf13b2ba273,70501.29,0.0,390,0,0.0,0.0,70501.29,clean
0xab57cc188d8b0e3938005dcb55960e1768a2842b,3066837.62,1504764.77,2000,868,0.4907,0.434,1562072.85,partial_washer
0x6828e04b468e17d92fa1e5d60d59290278a81056,233984.83,67889.9,2000,810,0.2901,0.405,166094.93,partial_washer
0x355f3b6a0e5b430a21b5067403c2f4507dbc0df8,946943.45,509257.77,2000,741,0.5378,0.3705,437685.68,volume_farmer
0x596ac7863897df6610ccefc5a7bec753b0074207,90827.86,37280.59,121,111,0.4105,0.9174,53547.27,partial_washer
0x72a22d4d155079da8f50c89d4c6c03b6428e7b65,626097.08,261617.58,2000,668,0.4179,0.334,364479.51,partial_washer
0xfd5294de1d526489fede36ee0e43ae4779050c2f,396330.59,3012.98,2000,10,0.0076,0.005,393317.6,clean
0x5c14eb6a6d5083c003daa8241ed559d2dc82cc49,1380793.71,40338.3,2000,382,0.0292,0.191,1340455.42,clean
0xd5ece8e58bce60807cdb5f72464b423c0de57b2e,1099300.1,552614.97,2000,829,0.5027,0.4145,546685.13,volume_farmer
0x090a0d3fc9d68d3e16db70e3460e3e4b510801b4,2870575.14,622250.75,2000,172,0.2168,0.086,2248324.39,partial_washer
0xe639e41094bbeae18f3e6d1790c17299183f082a,6097041.3,897128.4,2000,746,0.1471,0.373,5199912.9,partial_washer
0x9bf6a9c33553ace7af0fe38ec78e847a6fec26bb,264114.64,242975.59,71,14,0.92,0.1972,21139.05,volume_farmer
0xbf34ffc4d0d851d45b851ead2a291abb53f05af4,111417.19,73378.98,9,4,0.6586,0.4444,38038.21,volume_farmer
0xb20d26cc96515f773073dd270aab7e12bcb4db55,416874.08,140584.74,934,123,0.3372,0.1317,276289.34,partial_washer
0x6e8db4a86e7f856d181ca4a7b5668ebb0415e019,404241.97,207691.04,474,259,0.5138,0.5464,196550.93,volume_farmer
0xc30c0116e9a5c17f1c03240a0b02a819fe646509,1035432.92,52932.2,2000,600,0.0511,0.3,982500.71,clean
0xa6d77f2be2ae43e5faa72bd5be65eaa8e67639fb,149775.87,148588.0,170,163,0.9921,0.9588,1187.87,volume_farmer
0x79d4baa7ae8542bb617bc673f0ac2101db986d24,1007530.66,341750.84,2000,398,0.3392,0.199,665779.82,partial_washer
0x22b6fb0b2005849c5dddc22463e6f19e80dd34ca,144757.23,76786.77,55,22,0.5305,0.4,67970.46,volume_farmer
0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,25181.42,0.0,2000,0,0.0,0.0,25181.42,clean
0xcd3675803ac7c8242a83fd6ecdfe3d2239ae0f01,1484913.42,0.0,2000,0,0.0,0.0,1484913.42,clean
0x44ef50f4a67c47044efa972cb7dbe9878932ff3d,1807004.7,289171.52,1720,354,0.16,0.2058,1517833.18,partial_washer
0x54b56146656e7eef9da02b3a030c18e06e924b31,415714.34,349387.85,2000,1668,0.8405,0.834,66326.49,volume_farmer
0x45fcded0698185e85f5bd6fb5ad3b739be8a2bf4,211481.1,190511.34,56,10,0.9008,0.1786,20969.76,volume_farmer
0xc1259ddd92f58aded52d029e37e3fbbebafaa4c1,42370.99,0.0,51,0,0.0,0.0,42370.99,clean
0xda9f7647c58deb560ca7d85e2b7ea55ef489d7f6,56237.61,0.0,217,0,0.0,0.0,56237.61,clean
0xb51b3beffd13cde071ed799e70a7b0b598e8b4d9,338801.1,79953.62,2000,378,0.236,0.189,258847.49,partial_washer
0xfd2b05928e63a513efda1e60d6d925b271e29ff9,373346.16,293480.35,2000,1183,0.7861,0.5915,79865.81,volume_farmer
0x4825c873a8c890bdaff00d253a23e8e09eb95ec5,487382.68,256915.94,2000,415,0.5271,0.2075,230466.75,volume_farmer
0x1026f57a8c836a402e184a867173dd5e0703460c,40655.0,36903.68,44,8,0.9077,0.1818,3751.31,volume_farmer
0x830e68e26b3b454183b704901273a5ccda2a7099,505783.75,233113.45,561,301,0.4609,0.5365,272670.29,partial_washer
0x8e17345f1c71ee88808c3d0724767947767b2301,83754.57,2.02,300,2,0.0,0.0067,83752.55,clean
0xfed87dc16e9799dc91807c6b86d93547d8915339,1004448.17,0.0,2000,0,0.0,0.0,1004448.17,clean
0x9efd78379ac711510a078582dbb366144e971880,285323.64,285113.04,2000,1992,0.9993,0.996,210.6,volume_farmer
0xe37c165d4f9fcce68d7052105ee1bbb10312b3fb,181704.51,181704.51,20,20,1.0,1.0,0.0,volume_farmer
0x0c36bdedfbe0282ad9583bb30e4d2f0683d074df,48989.52,0.0,2000,0,0.0,0.0,48989.52,clean
0xf99f8da6766f845470ae1813323b2567367adf5d,565520.49,565036.33,1133,1107,0.9991,0.9771,484.16,volume_farmer
0xbe69fe92d586eace1ebca958ce12157a687c0a27,935128.22,212786.24,1836,343,0.2275,0.1868,722341.98,partial_washer
0xaa53b469a9d2118e951a395d6c598be9c7b856c0,611416.77,608837.63,1110,1007,0.9958,0.9072,2579.14,volume_farmer
0xdbb9b3616f733e19278d1ca6f3207a8344b5ed8d,483835.25,0.0,2000,0,0.0,0.0,483835.25,clean
0x33e5945c1f0843c3068d8418ba90c2accd081c91,376453.53,188878.56,2000,570,0.5017,0.285,187574.96,volume_farmer
0x06dcaa14f57d8a0573f5dc5940565e6de667af59,626063.35,457800.62,2000,870,0.7312,0.435,168262.73,volume_farmer
0xe72b5161380c12a3da4ea6d53be7b9e85e693c9c,467913.15,5495.92,2000,20,0.0117,0.01,462417.23,clean
0x8e9eedf20dfa70956d49f608a205e402d9df38e4,657629.21,0.0,2000,0,0.0,0.0,657629.21,clean
0x0a543bb97015206f67e1bc5ead7c2d60baf64a03,11619229.43,986388.96,2000,654,0.0849,0.327,10632840.47,clean
0xec48c76b149c9426eef806e44c68f0b1e5120bd6,134363.29,51307.57,244,17,0.3819,0.0697,83055.72,partial_washer
0xcdb1f1ef8213c06911e4ba6a884176c5571e276c,756297.01,405871.57,2000,1095,0.5367,0.5475,350425.44,volume_farmer
0x682e388668c2da2c40631665dea992b8a72b70bd,1057986.32,150416.72,991,233,0.1422,0.2351,907569.59,partial_washer
0xf32a44b612a60f2b0c0f23c419876ec1c89c06fd,861354.98,243558.9,2000,421,0.2828,0.2105,617796.09,partial_washer
0xdacf9f8d0341fa3770fae5c7ccd9dcfed23e3c74,340152.05,23939.9,2000,134,0.0704,0.067,316212.15,clean
0xa4e2fb05cf791e054063a406010cdb7f762eb8f5,336696.85,176367.09,2000,402,0.5238,0.201,160329.76,volume_farmer
0x8454f39e7fa6957dfbf1ecc574820ada1c92331a,1286589.63,842162.37,2000,681,0.6546,0.3405,444427.27,volume_farmer
0x2d613c30614b68eada0a37d65bddf3778d981fa7,475353.58,119080.15,2000,156,0.2505,0.078,356273.43,partial_washer
0x54ea11bb74c2b2b198916d33127575e739ad4ae3,183953.24,167203.65,57,12,0.9089,0.2105,16749.59,volume_farmer
0x05dd60fc2e11f69a3fa30b19273891cd501ce2af,429855.05,63181.92,2000,328,0.147,0.164,366673.13,partial_washer
0xa4f74e3c870ecdb6bc034078b97f32cc9df068c2,1174979.13,974025.06,1413,798,0.829,0.5648,200954.06,volume_farmer
0xc90ee7cb58d79756f5064770fa90c06788cc4ef5,17925.07,0.0,29,0,0.0,0.0,17925.07,clean
0xc926fc44c23ab78fdae5a6da7dddf8f2aa6a8058,356908.01,130686.85,995,210,0.3662,0.2111,226221.16,partial_washer
0x8e77537e059837d3c2ca5b4efe75e74e9498c4f3,1180555.5,0.0,2000,0,0.0,0.0,1180555.5,clean
0x5e9c76f30788f31f6c6867f5f44b1e95a7a7cd75,389377.14,3878.26,2000,17,0.01,0.0085,385498.87,clean
0xa66790e2b0075e73c3781ddaf1d0b875a3aaceb3,61307.33,104.61,2000,32,0.0017,0.016,61202.71,clean
0xa3e961ce67034afb60cbdd862df04db6f37b1279,3369990.13,2476690.98,2000,1708,0.7349,0.854,893299.15,volume_farmer
0xb20ac3fbbe4f24a70186f498ebe70e232ffed09d,1510412.17,852435.34,2000,872,0.5644,0.436,657976.83,volume_farmer
0x3b4a4348eb19c3c4fff014fe938c1316118c07fb,422151.37,264636.68,836,390,0.6269,0.4665,157514.69,volume_farmer
0x729730166cce311d8898d637a5b0a796f3e22108,205829.1,87281.94,427,71,0.4241,0.1663,118547.16,partial_washer
0x22e645acff2bbb2cd7a74462f8779eb6f53d409f,162964.15,35688.95,2000,452,0.219,0.226,127275.2,partial_washer
0x668d85d791049bf0100e557a72c7ed4dc97297d2,519863.39,174417.75,2000,403,0.3355,0.2015,345445.64,partial_washer
0x87c79cc17ca8a1049b8ee864a460c3521cd8e71d,2476687.62,1310691.42,2000,886,0.5292,0.443,1165996.2,volume_farmer
0xf0d5eb1cbe7350f1f896ade6c172e6700414c665,835424.59,331603.15,2000,513,0.3969,0.2565,503821.44,partial_washer
0x5bc1e70ddaecaf9d0eda2b174579c5dcc4ab3a52,52541.33,29180.42,81,11,0.5554,0.1358,23360.91,volume_farmer
0xeb0e667a861f9534a8ed37d4568733f537c22d95,212113.77,194582.17,72,15,0.9173,0.2083,17531.6,volume_farmer
0x96b59f71f635da5da031e3e93448c54fe226f5e7,2957595.65,1207512.7,2000,889,0.4083,0.4445,1750082.95,partial_washer
0x220ce36c47fa467152b3bd8d431af74f232243c8,1207731.77,185800.06,2000,191,0.1538,0.0955,1021931.71,partial_washer
0xf243214fe503da5e059824b668d6f43cf0835fb4,498515.95,139865.55,2000,389,0.2806,0.1945,358650.4,partial_washer
0x0dde1b35552efae5aa3759aedb6fa7b2d6f594c3,460822.3,165701.58,2000,645,0.3596,0.3225,295120.72,partial_washer
0x4b2995b6c8cc2cf56899ad62ee87c3f70c97716f,1474423.2,444000.0,1030,156,0.3011,0.1515,1030423.2,partial_washer
0x01132c4bd97c5b1f51201ae7ddcb50a16aee6f26,851541.27,333656.58,2000,513,0.3918,0.2565,517884.69,partial_washer
0x0015c5a76490d303e837d79dd5cf6a3825e4d5b0,488041.92,245801.83,2000,542,0.5036,0.271,242240.09,volume_farmer
0x954f63e01e948425d627468cf78e9a8850ab025d,569348.48,480700.81,1842,1368,0.8443,0.7427,88647.67,volume_farmer
0x6b592c31f9a267ffeea69b889ab4b212320ad12a,44762.78,5062.05,725,21,0.1131,0.029,39700.73,partial_washer
0x6a1b7fbe995f76959566e2d22f4921f5e1201bd8,122905.85,122865.4,26,12,0.9997,0.4615,40.45,volume_farmer
0x9db778f46b7c9b458045764a67ff4afcae917e1f,2048892.81,168608.37,2000,236,0.0823,0.118,1880284.43,clean
0xbad26fe5458e6219cec3e40272760e275e835296,279432.61,82941.97,2000,548,0.2968,0.274,196490.64,partial_washer
0xa5e3044fd953605f9407d58c76e48fd75a394d7e,49804.48,4429.56,2000,206,0.0889,0.103,45374.92,clean
0x5cd5c8d7a17c78d7389d8b87b611aed83322ac33,459156.56,7225.05,2000,38,0.0157,0.019,451931.51,clean
0xf2f6af4f27ec2dcf4072095ab804016e14cd5817,207139.64,0.0,2000,0,0.0,0.0,207139.64,clean
0x03e3eddf26f8793e113b8cd68e4ad388bce310e9,168178.7,66175.71,155,50,0.3935,0.3226,102002.99,partial_washer
0xf1f9a438f2697381b4ac8eb283d6f4dd772d1245,436804.74,149975.87,2000,500,0.3433,0.25,286828.87,partial_washer
0x1809fb28d70eee006a8fca602f74c99b4cef4eb7,121789.82,63193.38,2000,706,0.5189,0.353,58596.44,volume_farmer
0x58c028e7c41ba7ef2bde2142cd371cf491661c8e,130974.31,69238.06,2000,186,0.5286,0.093,61736.25,volume_farmer
0x9a3fa403a6666eef75f92f181fcf13f9c051914a,319682.52,32073.17,2000,64,0.1003,0.032,287609.35,partial_washer
0x0e65acd3fccbdf60e7ac42afaad32bf1c940e33f,504147.28,176135.05,2000,676,0.3494,0.338,328012.23,partial_washer
0xc1afe52775b5118a12bcd98f44a677e3d4490dae,1096175.41,649757.04,1485,572,0.5927,0.3852,446418.37,volume_farmer
0xe89ea370d21cfe36a27c4236f348a884c36b0600,45291.26,0.0,2000,0,0.0,0.0,45291.26,clean
0x477f156a229f1a174fdf945c778b7362dd2b19aa,319339.01,15763.09,2000,83,0.0494,0.0415,303575.91,clean
0x78bcfed7902a23cb432c7d83cbb05875951e483c,558328.11,286160.02,728,220,0.5125,0.3022,272168.1,volume_farmer
0xcd7ace61d8a7b99c3b40fc5505b5cfd9ea5daae9,754293.73,741445.24,1876,1791,0.983,0.9547,12848.49,volume_farmer
0x82001288e3b1f5dd413e3126a34e1583badedf37,306097.59,185342.65,2000,800,0.6055,0.4,120754.94,volume_farmer
0x162f6fff88a52864f2ecc9833e58089d5254798d,1255700.95,354448.0,2000,342,0.2823,0.171,901252.95,partial_washer
0xdd572169e741c72227589c5cb56b9ddd638d694d,88211.98,32674.32,2000,1645,0.3704,0.8225,55537.66,partial_washer
0xf434e8aee8c7f83ed0d7e36f281383ee1d99c6aa,161589.5,59983.31,2000,468,0.3712,0.234,101606.19,partial_washer
0x1bfec39c98796ae25aec24c6e5821b6a1cc1ab8d,642724.92,303267.36,1629,708,0.4718,0.4346,339457.56,partial_washer
0xb7e90681f15a36e24591baf24645f84726b6bdac,106590.91,80839.04,2000,932,0.7584,0.466,25751.86,volume_farmer
0xf0b0ef1d6320c6be896b4c9c54dd74407e7f8cab,17452.75,7611.04,2000,602,0.4361,0.301,9841.71,partial_washer
0x4cc3522b689a6bf1fb4a2444c523e7776db47552,553304.87,178480.38,2000,336,0.3226,0.168,374824.49,partial_washer
0x03f02009d35e9a20cd18ed817d15e3c568d363e0,270965.29,204790.89,2000,1001,0.7558,0.5005,66174.4,volume_farmer
0xd49ed5d49e000aa7ba3631b02229f7d3e0338541,728242.46,210944.49,514,158,0.2897,0.3074,517297.98,partial_washer
0x13414a77a4be48988851c73dfd824d0168e70853,885667.02,0.0,2000,0,0.0,0.0,885667.02,clean
0xd5b97d08ec6098407bfbf66c2786ccc9967fe44e,371052.23,20094.72,2000,151,0.0542,0.0755,350957.52,clean
0x211e247d8e7f68b78fdace32249ac16c8fd335dd,1197352.59,120511.99,2000,110,0.1006,0.055,1076840.6,partial_washer
0xeec50edede5d961efb02e20bfd3275dd1e7fb6fe,342551.1,176126.01,2000,758,0.5142,0.379,166425.09,volume_farmer
0xd71a00e4cd4c7caeedaad16b1b16eae72cbd78c9,553516.32,390084.79,1149,523,0.7047,0.4552,163431.53,volume_farmer
0x55173bc7f6e52f45ec05fd14fbc6f34e81b6e334,41001.35,128.4,2000,18,0.0031,0.009,40872.95,clean
0x5e3e7a8a70ea656647d6d95b3177fe27d6314a75,122666.63,26177.06,83,7,0.2134,0.0843,96489.57,partial_washer
0xf112602dbb64fcbef27bb9965e8abce9b92228b4,109441.95,92187.73,258,44,0.8423,0.1705,17254.22,volume_farmer
0xcb59ea1babf3b26ea50088057e427ab0ed8f0a22,1098277.58,626204.36,2000,657,0.5702,0.3285,472073.22,volume_farmer
0x47ae6d13566c3418c4795c98ced1f197575eee94,400925.11,249706.88,2000,907,0.6228,0.4535,151218.23,volume_farmer
0xe904443b4084bbda216e344353a44cd4324a2d9f,195064.93,23276.85,1951,163,0.1193,0.0835,171788.08,partial_washer
0x3b485b0f894b391c04399efcf4e6b0648233050c,253586.82,92505.49,1209,188,0.3648,0.1555,161081.34,partial_washer
0xa9b44dca52ed35e59ac2a6f49d1203b8155464ed,620610.07,21163.39,2000,712,0.0341,0.356,599446.68,clean
0xb1a190be02cafacb6c30b98beb621503d5e2d308,251720.85,96619.67,2000,412,0.3838,0.206,155101.18,partial_washer
0x03ac67436f169bb5348653f991d498bcb4944f55,206029.26,142217.44,2000,1108,0.6903,0.554,63811.82,volume_farmer
0xd98635c6bafebb11787bdbfd80688612d1bc1320,364395.57,58848.35,2000,226,0.1615,0.113,305547.22,partial_washer
0xb766be2ee36ae2d42b236e3fb16dbfb317351d83,588462.21,213599.59,2000,390,0.363,0.195,374862.62,partial_washer
0xc02356284def0c089d0ae810420ef5425865ccf8,293122.89,155623.46,2000,1002,0.5309,0.501,137499.44,volume_farmer
0x44d6fd72a9e97120632c785c5085d55a97c7497f,449213.72,269574.65,2000,276,0.6001,0.138,179639.07,volume_farmer
0x2a315a8d15cfde768bcd47ba5cacf3ef5894f2f0,108832.47,4.12,2000,2,0.0,0.001,108828.34,clean
0x8964b58c08b784ecfe1d9344223692263d130bec,526154.73,142511.56,2000,248,0.2709,0.124,383643.17,partial_washer
0x5269bc324d8affb5d0393a48f06f8d95c54645f0,133693.83,120836.06,60,14,0.9038,0.2333,12857.77,volume_farmer
0xbb08f6eb66d7f650bedeb428f9545bb8dfb2e97c,102631.93,87306.16,257,44,0.8507,0.1712,15325.78,volume_farmer
0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,1860651.62,1090844.89,2000,1140,0.5863,0.57,769806.73,volume_farmer
0xf52b36bfa95aeaeb6c1ad1a2a7ab3843d0fbe873,17999.44,12645.45,16,10,0.7025,0.625,5353.99,volume_farmer
0xd81fbc5c53593e4e2923a641ff2bc7e2d9866b75,119215.14,60164.32,2000,709,0.5047,0.3545,59050.82,volume_farmer
0x9dfe2f73d3c988a9d69df8fa0beb85651340b3dd,627177.5,145309.41,2000,307,0.2317,0.1535,481868.09,partial_washer
0x9564616d13843f81af827d090f01cc44ed572433,224707.24,190528.56,256,149,0.8479,0.582,34178.68,volume_farmer
0x74e4acfd9ea43aee54a2fd7b0391c1f0140ec23f,353400.13,173037.86,1542,513,0.4896,0.3327,180362.28,partial_washer
0xa90a503be86f5bb5e4ba91dd0d4704beb194041f,726398.29,470125.0,358,135,0.6472,0.3771,256273.29,volume_farmer
0xae8c0a7928da80db160aafb1ddb33103539593cd,713788.93,263050.6,1252,324,0.3685,0.2588,450738.33,partial_washer
0x0224bb9eb0a5c9fd261ac9123a72cbdd5748292a,1251294.89,79964.73,2000,108,0.0639,0.054,1171330.15,clean
0x178d913891fee26e0380817f7689d41d33e474ed,522797.04,154572.44,373,167,0.2957,0.4477,368224.6,partial_washer
0xcb0630334a1385991aa72d02156f5ae137fe43e2,214262.07,44711.65,193,32,0.2087,0.1658,169550.43,partial_washer
0xbc1d37ac21ddca26b7c3f718922be3f24df7f405,155395.4,143142.43,69,14,0.9211,0.2029,12252.97,volume_farmer
0x2fe362752c3df1aa563da75e985213db439fa828,1114740.38,442385.17,953,278,0.3969,0.2917,672355.2,partial_washer
0x2c3928af89565c352afe8e2a1b25deed77a056dc,851241.34,113755.93,2000,271,0.1336,0.1355,737485.4,partial_washer
0x69b84bac876e7f993b585a571b71039a7583d47c,13800.72,0.0,148,0,0.0,0.0,13800.72,clean
0xecefc7da07fa0b130b6ebfbbf669861248f0558a,118758.75,30267.73,2000,812,0.2549,0.406,88491.03,partial_washer
0x5d5e32dc9a054f4e4da123353dded3e2ac379a5e,180296.03,11478.02,2000,72,0.0637,0.036,168818.01,clean
0xe9157b6c26f920d23eb1b1bbf8ecfbb741ad4a53,617064.78,164832.26,895,188,0.2671,0.2101,452232.51,partial_washer
0x457391bfdebea6a2dc05035bbc306a822e6c51b7,79833.6,72597.01,66,12,0.9094,0.1818,7236.6,volume_farmer
0x09fe78c8b9f10fb9c7c0a584bfab4205c76876ee,12134.48,27.59,2000,6,0.0023,0.003,12106.89,clean
0x11e829d2a19e7ade935861fb043715766a015b74,1028259.2,224306.82,2000,248,0.2181,0.124,803952.37,partial_washer
0x7a96a4c68b6b52ae1b7c4c86543d5fbe85f43d0d,320243.94,297818.69,438,366,0.93,0.8356,22425.25,volume_farmer
0x687e59938610cf71003c56ec34eb850b42d54a93,11772.12,0.0,4,0,0.0,0.0,11772.12,clean
0x9b34bb6d4a22f3149a6be9c48ff9b4a4655975c3,124875.87,85138.87,109,68,0.6818,0.6239,39737.0,volume_farmer
0xbfb3b7bd96f923fc22ecc8fb416d4dc5d3b24b43,1115264.35,510652.74,2000,785,0.4579,0.3925,604611.61,partial_washer
0xb49f468c15c49783f2664c7198a4949ade1b12e6,45880.48,15393.46,2000,7,0.3355,0.0035,30487.02,partial_washer
0x06e8cb40376ff9f06d926e71a0740821f1914675,328831.1,103455.64,2000,390,0.3146,0.195,225375.45,partial_washer
0x5e0e2580797ad9dd2786d7dc5f129781203112b3,295407.25,211788.91,126,54,0.7169,0.4286,83618.34,volume_farmer
0xb3d58d42c5afc01e33cceba09a8a770858b6391b,106635.73,88541.67,130,50,0.8303,0.3846,18094.06,volume_farmer
0x78048aa26ac1967566b8ed11910b529e5f2d7025,930439.28,49763.83,2000,9,0.0535,0.0045,880675.45,clean
0x4a2313b6abb5229f02cd380c9fb7a884ecef079f,230606.25,59149.79,620,155,0.2565,0.25,171456.46,partial_washer
0x0b8d2f811ba1c5bc3f1157f5f77a492c4cf4c3a9,48835.34,4836.25,222,41,0.099,0.1847,43999.09,clean
0xfd19367c558497716fcc5752b27b228e9d729e0d,13434.37,0.0,139,0,0.0,0.0,13434.37,clean
0xf0729143cbf9ade46743017ec4e1832a3564cee7,746470.69,387343.85,2000,912,0.5189,0.456,359126.84,volume_farmer
0xbfa57fa84f0d9bddedc517a721a0a5e41c766305,617698.15,617166.77,1579,1540,0.9991,0.9753,531.38,volume_farmer
0xa45cdb0a5ba4629b5c7860dc3f310978a4dd1d10,204425.19,32055.9,2000,86,0.1568,0.043,172369.29,partial_washer
0xfde61db51b60faccbbafc88bc3590584e1bc1f5c,122800.34,111041.14,59,11,0.9042,0.1864,11759.2,volume_farmer
0x3861f3be40ebaf7bdad54b12113638f6eaddb1ba,53803.04,20693.72,9,2,0.3846,0.2222,33109.32,partial_washer
0x991b8cdcdc18b74eef8db47a9e89ff0f17a4f19a,402973.47,100712.29,2000,416,0.2499,0.208,302261.18,partial_washer
0xa3ea0e0b10f43c8679103e1af35f3c36f0830637,361479.73,138814.26,782,229,0.384,0.2928,222665.47,partial_washer
0xed3aadc9805cab85508320d17d5d572c47e19b17,1705995.3,777347.87,2000,747,0.4557,0.3735,928647.43,partial_washer
0x5927dbe43996c2d2eaf326837c67714516c27cac,105716.95,64916.86,271,92,0.6141,0.3395,40800.09,volume_farmer
0xdc8eea2c843920f45f61ae0e98a0d0588a4fc16a,139343.94,127909.01,88,14,0.9179,0.1591,11434.93,volume_farmer
0x46a126607ef4636590a5fe002176af5af33c6cde,498553.54,497521.07,2000,1958,0.9979,0.979,1032.47,volume_farmer
0xafbacaeeda63f31202759eff7f8126e49adfe61b,135061.45,0.0,2000,0,0.0,0.0,135061.45,clean
0xa5c73969669c0ea5e065c83858109e9c09c4ef50,27835.09,26689.48,68,36,0.9588,0.5294,1145.61,volume_farmer
0xc98b99ed7f9748fb3eb8d13d0e4531d023286430,536056.17,312980.52,2000,842,0.5839,0.421,223075.65,volume_farmer
0xb1aad9392ed144ad577e2e55fb83c783e52e16cf,166596.13,37356.03,2000,301,0.2242,0.1505,129240.1,partial_washer
0xfb5148fc7223630e0967dbfa8cd920d83ab4742d,843736.7,314962.8,2000,522,0.3733,0.261,528773.91,partial_washer
0x8979f8b442b8e79bbb886b28d60abe611ed5f003,151204.47,107096.54,998,360,0.7083,0.3607,44107.93,volume_farmer
0xe50426e53bc1485ee7d1ae741c606e2b679770ef,510182.63,170024.23,2000,384,0.3333,0.192,340158.4,partial_washer
0xfaab37ef60570779bf3ac6dbf017a286b14ce6f2,551823.94,342929.72,2000,599,0.6214,0.2995,208894.22,volume_farmer
0xb64296fe45033afb65df4be08e42945190cb166b,132823.01,121971.45,63,15,0.9183,0.2381,10851.56,volume_farmer
0xf5acb92de618eac7aa4168f73fe2a414556e557c,204592.5,166495.85,110,47,0.8138,0.4273,38096.65,volume_farmer
0x6a88c5ecd262e2c42e78bad8e6db7ab3c4e4b859,862727.82,464.94,2000,4,0.0005,0.002,862262.88,clean
0xfeeebcf1bc01c2c3b676f876cbad907ddc1fa4a9,636808.96,211765.41,1313,210,0.3325,0.1599,425043.54,partial_washer
